onset_year,onset_month,notified,confirmed,hospitalised,hosp_known,deaths,outcome_known,lab_confirmed,crit_known,severe,sev_known,population,days_in_month,person_years,incidence_per_100k_py,incidence_lo,incidence_hi,confirmed_among_notified,confirmed_among_notified_lo,confirmed_among_notified_hi,H,H_lo,H_hi,lab_share,lab_share_lo,lab_share_hi,severe_share,severe_share_lo,severe_share_hi,cfr,cfr_lo,cfr_hi,hosp_completeness,outcome_completeness,criterion_completeness,H_worst_case_bound,month_start
2022,7,87,23,18,21,1,21,22,23,9,21,11220506,31.0,952322.2067077344,2.4151489735299903,1.5309972753286076,3.6239092873977756,0.26436781609195403,0.1755434998594464,0.36982389908130786,0.8571428571428571,0.636576012983019,0.9695110323784845,0.9565217391304348,0.7805133925465196,0.9988998313695585,0.42857142857142855,0.21819685688513024,0.6597936907197254,0.047619047619047616,0.0012048834483635135,0.23815990993682112,0.9130434782608695,0.9130434782608695,1.0,0.8695652173913043,2022-07-01
2022,8,72,19,13,19,2,17,17,18,6,17,11220506,31.0,952322.2067077344,1.9951230650899918,1.2011944154818406,3.1156318063988517,0.2638888888888889,0.16695395603342364,0.38102792677167624,0.6842105263157895,0.4344984311538491,0.8742393641270166,0.9444444444444444,0.7270564003266315,0.9985944438326306,0.35294117647058826,0.14209748311022097,0.6167163365565971,0.11764705882352941,0.014579316840302498,0.36440916210125024,1.0,0.8947368421052632,0.9473684210526315,0.6842105263157895,2022-08-01
2022,9,52,10,8,10,2,9,6,8,6,9,11220506,30.0,921602.1355236139,1.0850669301366624,0.5203317691324472,1.995476717463245,0.19230769230769232,0.09626757155217387,0.3253413147162303,0.8,0.4439045376923585,0.9747892736731666,0.75,0.34914420558717585,0.9681459737500557,0.6666666666666666,0.2992950562085404,0.9251453685803082,0.2222222222222222,0.02814497347789821,0.600093573716312,1.0,0.9,0.8,0.8,2022-09-01
2022,10,80,17,13,17,1,13,13,14,5,16,11220506,31.0,952322.2067077344,1.785110110869993,1.0398924229482494,2.858134213839661,0.2125,0.12893649509758176,0.318285808559656,0.7647058823529411,0.5010067267954199,0.9318922595626433,0.9285714285714286,0.6613155100681788,0.9981932193408746,0.3125,0.1101699547171176,0.5866206364513586,0.07692307692307693,0.0019456284973467495,0.3602974352678775,1.0,0.7647058823529411,0.8235294117647058,0.7647058823529411,2022-10-01
2022,11,77,19,14,19,0,16,17,19,9,18,11220506,30.0,921602.1355236139,2.0616271672596587,1.2412342293312353,3.2194861999454796,0.24675324675324675,0.15556744339731743,0.3582117319831839,0.7368421052631579,0.4879706546541273,0.9085342150923335,0.8947368421052632,0.668623335543234,0.9869878356282226,0.5,0.2601905828950971,0.7398094171049029,0.0,0.0,0.20590721420782268,1.0,0.8421052631578947,1.0,0.7368421052631579,2022-11-01
2022,12,107,24,14,24,1,21,21,24,12,23,11220506,31.0,952322.2067077344,2.5201554506399897,1.6147111499003095,3.7497915455742974,0.22429906542056074,0.14930962881134294,0.31510953758374693,0.5833333333333334,0.3664306456563624,0.7789030946533215,0.875,0.6763886418111671,0.973440685013751,0.5217391304347826,0.30587800149137395,0.7318038138244465,0.047619047619047616,0.0012048834483635135,0.23815990993682112,1.0,0.875,1.0,0.5833333333333334,2022-12-01
2023,1,113,25,17,25,1,23,23,24,9,23,11222292,31.0,952473.7905544147,2.6247441397256748,1.6985960147430472,3.874640128002765,0.22123893805309736,0.14858237646974903,0.30903147192244235,0.68,0.4649992825026276,0.8505045773864304,0.9583333333333334,0.7887983165430269,0.9989456475545303,0.391304347826087,0.1970764239690144,0.6145810426111503,0.043478260869565216,0.0011001686304415005,0.2194866074534804,1.0,0.92,0.96,0.68,2023-01-01
2023,2,127,31,22,31,2,25,24,30,11,31,11222292,28.0,860298.9075975359,3.6033987403948196,2.448334618715513,5.114736879781526,0.2440944881889764,0.17226886868282307,0.3282293168748167,0.7096774193548387,0.5196393417710907,0.857771470902475,0.8,0.6143334890033929,0.9228644879989344,0.3548387096774194,0.192267434425978,0.5463043980493616,0.08,0.009839590018797513,0.2603058421052142,1.0,0.8064516129032258,0.967741935483871,0.7096774193548387,2023-02-01
2023,3,162,43,33,42,2,35,38,41,26,43,11222292,31.0,952473.7905544147,4.514559920328161,3.2672093994159463,6.081082585660359,0.2654320987654321,0.19923040645583015,0.34042623079975215,0.7857142857142857,0.6318843660680237,0.8970403501027812,0.926829268292683,0.8007540216233371,0.9846485284665834,0.6046511627906976,0.4440995244656957,0.7502322113524089,0.05714285714285714,0.006996763628309521,0.19157140634523914,0.9767441860465116,0.813953488372093,0.9534883720930233,0.7906976744186046,2023-03-01
2023,4,133,24,19,23,2,21,22,24,8,22,11222292,30.0,921748.8295687885,2.6037461866078693,1.668269311703952,3.8741679347137405,0.18045112781954886,0.11917398027279855,0.2564934432255194,0.8260869565217391,0.6121881100452025,0.9504923546942066,0.9166666666666666,0.7300271984423965,0.9897436587187498,0.36363636363636365,0.17197943764633242,0.5934233311743533,0.09523809523809523,0.011749317884445809,0.3037744069139242,0.9583333333333334,0.875,1.0,0.8333333333333334,2023-04-01
2023,5,144,28,19,28,1,22,23,27,13,28,11222292,31.0,952473.7905544147,2.939713436492756,1.9534182294955846,4.248704409988306,0.19444444444444445,0.13326690315685003,0.268616830712202,0.6785714285714286,0.47648359329038154,0.8412239621138461,0.8518518518518519,0.6626891359757556,0.9581126035262327,0.4642857142857143,0.27510856029659614,0.6613009238854,0.045454545454545456,0.0011501475265735762,0.22844439766763341,1.0,0.7857142857142857,0.9642857142857143,0.6785714285714286,2023-05-01
2023,6,171,32,16,32,1,25,25,31,11,31,11222292,30.0,921748.8295687885,3.471661582143826,2.3746139522112735,4.900950305578791,0.1871345029239766,0.13166152197287573,0.25378271394283897,0.5,0.318874964234164,0.681125035765836,0.8064516129032258,0.6252678338934159,0.9254801026888712,0.3548387096774194,0.192267434425978,0.5463043980493616,0.04,0.0010121996993108454,0.203516913922414,1.0,0.78125,0.96875,0.5,2023-06-01
2023,7,125,31,18,30,3,29,23,29,11,30,11222292,31.0,952473.7905544147,3.2546827332598367,2.2113990104527215,4.619762343028475,0.248,0.1751406548825769,0.3331743096876374,0.6,0.4060349300518187,0.7734423511714064,0.7931034482758621,0.6027530507727605,0.9200581511239199,0.36666666666666664,0.1992986250120345,0.5614401509880425,0.10344827586206896,0.02186373682985365,0.2735151978924229,0.967741935483871,0.9354838709677419,0.9354838709677419,0.6129032258064516,2023-07-01
2023,8,86,23,17,23,0,20,20,22,13,22,11222292,31.0,952473.7905544147,2.414764608547621,1.530753620900997,3.6233325512027728,0.26744186046511625,0.17768961933171232,0.3737989239361143,0.7391304347826086,0.5159480295975618,0.8977138660846415,0.9090909090909091,0.7083872584460665,0.988794413975849,0.5909090909090909,0.36354696172973133,0.7929068770028508,0.0,0.0,0.16843347098308528,1.0,0.8695652173913043,0.9565217391304348,0.7391304347826086,2023-08-01
