health_region_code,year,dH,dCFR,outcome_known,hosp_known
35171,2023,-0.0071428571428571175,-0.16428571428571426,20,20
35171,2024,0.15000000000000002,0.075,16,16
35171,2025,-0.05882352941176472,-0.0661764705882353,17,17
41001,2008,0.33974358974358976,0.18181818181818182,11,13
41001,2011,-0.15740740740740733,-0.41337907375643224,53,54
41001,2012,0.14074074074074072,0.0679245283018868,10,10
41001,2013,-0.2333333333333334,-0.033333333333333354,12,12
41001,2016,-0.045584045584045496,-0.11333333333333337,12,13
41001,2017,0.05429864253393657,-0.16666666666666666,17,17
41001,2018,-0.09625668449197855,0.0,10,11
41001,2019,0.2727272727272727,0.05263157894736842,19,20
41001,2020,0.0,0.038277511961722493,11,11
41001,2021,-0.30000000000000004,0.1090909090909091,20,20
41001,2022,0.13333333333333341,0.09411764705882353,17,18
41001,2023,0.04166666666666663,-0.16911764705882354,16,16
41001,2024,0.05603448275862066,0.20833333333333331,27,29
41001,2025,-0.14156079854809434,-0.19999999999999998,15,19
41002,2008,0.007294429708222805,0.02604166666666667,128,130
41002,2009,0.10316319194823864,0.04214015151515152,99,107
41002,2010,-0.0005990893841361089,0.0393939393939394,220,234
41002,2011,-0.10451152223304117,-0.05542521994134897,310,316
41002,2012,0.017274198153611864,0.0019207091849298141,131,133
41002,2013,-0.007634470792365566,0.030134686863035054,191,195
41002,2014,0.023025296850800236,-0.06015671668013635,149,149
41002,2015,0.013549449157908011,-0.0010833377371452652,254,265
41002,2016,-0.01793302736698954,-0.036205754654499975,214,222
41002,2017,-0.07148452800626715,0.0034359538207806573,136,138
41002,2018,0.07215541165587414,-0.008664546899841016,185,188
41002,2019,-0.057088687592163456,0.00046176830096428256,199,202
41002,2020,0.06163088218934254,0.05515529454501422,83,89
41002,2021,0.12105835447625946,-0.02370773416245628,93,93
41002,2022,-0.027504244482173146,-0.0058651026392961825,176,190
41002,2023,-0.027773659500864856,-0.01130710085933967,201,213
41002,2024,0.024867957746478875,0.058695882290674295,188,192
41002,2025,-0.013221153846153855,-0.04433814079680137,149,156
41003,2010,-0.15909090909090906,-0.09090909090909091,11,12
41003,2015,-0.009090909090909038,-0.21363636363636365,20,20
41003,2016,0.04999999999999993,0.1,20,20
41003,2019,0.003759398496240629,0.03383458646616541,19,19
41003,2022,0.14102564102564108,-0.07051282051282053,12,12
41003,2023,-0.08333333333333337,-0.08333333333333333,30,28
41003,2024,-0.09999999999999998,0.0,20,20
41003,2025,-0.04130434782608694,0.041666666666666664,24,23
41007,2019,-0.2727272727272727,0.1,10,11
41007,2020,0.09090909090909088,-0.009090909090909094,11,11
41007,2021,0.27272727272727276,-0.09090909090909091,12,11
41007,2022,-0.393939393939394,0.06666666666666667,15,15
41007,2023,-0.06666666666666665,-0.06666666666666667,15,15
41007,2024,-0.06666666666666665,0.0,10,10
41007,2025,0.2,0.0,14,15
41008,2014,0.19871794871794873,0.08333333333333333,12,13
41008,2015,0.17032967032967028,-0.009259259259259259,27,28
41008,2019,-0.38095238095238093,0.05,20,21
41008,2022,-0.29230769230769227,0.0,10,10
41008,2023,0.12941176470588234,0.0,17,17
41008,2024,-0.046653144016227166,0.041666666666666664,24,29
41008,2025,-0.054187192118226646,-0.041666666666666664,12,14
41017,2013,-0.17045454545454547,0.09090909090909091,11,11
41017,2016,0.054226475279106845,0.11164274322169057,19,19
41017,2017,-0.22672064777327927,-0.2631578947368421,12,13
41017,2018,0.0,0.08333333333333333,12,13
41017,2019,0.3846153846153846,0.08333333333333333,12,12
42001,2008,-0.1787941787941788,0.0,26,26
42001,2009,0.34615384615384615,0.0,26,26
42001,2010,-0.15384615384615385,0.0,18,16
42001,2011,0.20731707317073167,0.0,40,41
42001,2012,-0.14849354375896695,0.029411764705882353,34,34
42001,2015,0.0,0.0,24,26
42001,2016,-0.0641025641025641,0.0,20,27
42001,2017,0.02298850574712652,0.0,28,29
42001,2018,0.10201149425287348,0.0,23,24
42001,2019,-0.125,0.0,18,21
42001,2024,0.28571428571428575,-0.05555555555555555,20,21
42002,2008,0.11455108359133132,0.0,17,17
42002,2009,0.4117647058823529,0.0,17,15
42002,2010,-0.38095238095238093,0.0,21,21
42002,2011,0.27380952380952384,0.0,27,28
42002,2012,-0.03571428571428581,0.0,21,21
42002,2016,-0.17543859649122806,0.0,15,15
42002,2017,0.17948717948717952,0.0,14,13
42004,2010,0.07352941176470584,0.125,16,17
42004,2011,-0.561624649859944,-0.10119047619047619,42,42
42004,2012,0.11309523809523808,-0.023809523809523808,16,16
42004,2013,0.15833333333333333,0.0,14,15
42004,2014,0.2666666666666667,0.0,10,10
42004,2015,-0.050000000000000044,0.0625,16,16
42004,2016,-0.0092592592592593,-0.0625,25,27
42004,2017,0.03703703703703709,0.0,17,18
42004,2018,0.0,0.0,17,18
42004,2019,-0.37777777777777777,0.0,10,10
42004,2020,0.36923076923076925,0.0,12,13
42004,2024,0.2996794871794872,0.0,15,16
42004,2025,-0.35096153846153844,0.0,12,13
42005,2008,-0.5180592991913746,-0.0836996336996337,260,265
42005,2009,0.2293054997992774,0.07356792144026186,47,47
42005,2010,0.374468085106383,0.05775075987841945,21,20
42005,2011,-0.3869565217391305,-0.05396825396825396,45,46
42005,2012,-0.2463768115942029,-0.08888888888888889,18,18
42005,2013,0.2833333333333333,0.05263157894736842,19,20
42005,2014,0.08333333333333331,0.014035087719298248,15,15
42005,2015,0.16666666666666663,-0.004166666666666666,16,20
42005,2016,0.17500000000000004,-0.017045454545454544,22,24
42005,2017,-0.22499999999999998,0.004545454545454547,20,20
42005,2018,-0.0071428571428571175,0.10384615384615385,13,14
42005,2019,0.11904761904761896,-0.10121457489878544,19,21
42005,2024,-0.012987012987012991,-0.1103896103896104,14,14
42005,2025,0.1607142857142857,-0.004761904761904759,15,16
42006,2008,-0.448961376176566,-0.014882943143812711,230,237
42006,2009,0.20210109360199774,-0.004347826086956522,47,49
42006,2010,0.20683949255377831,0.027777777777777776,36,37
42006,2011,-0.1492164433340904,-0.008730158730158727,105,119
42006,2012,0.13795518207282914,0.00797940797940798,37,36
42006,2013,-0.04761904761904767,-0.02702702702702703,28,28
42006,2014,0.0892857142857143,0.02702702702702703,37,40
42006,2015,-0.13269230769230766,-0.011402027027027029,64,65
42006,2016,0.0461538461538461,0.03565705128205128,39,39
42006,2017,0.09790209790209792,-0.021870286576168928,34,33
42006,2018,0.13286713286713292,0.009049773755656111,26,26
42006,2019,-0.03238866396761142,0.014170040485829954,19,19
42006,2020,-0.030959752321981338,0.009868421052631582,16,17
42006,2021,-0.08683473389355745,0.03273809523809523,21,21
42006,2022,0.24581724581724584,-0.011904761904761904,36,37
42006,2023,-0.29729729729729737,-0.08333333333333333,37,37
42006,2024,0.20515970515970516,0.0,22,22
42006,2025,-0.17272727272727273,0.03225806451612903,31,30
42007,2008,-0.14714558389727572,0.015830185285123227,109,113
42007,2009,0.024596564289432576,-0.022787807043504,62,68
42007,2010,-0.032898726500909636,0.020933424845573097,94,97
42007,2011,-0.01910988182046769,-0.029191489361702128,125,123
42007,2012,0.06057357276869468,0.019010752688172046,93,91
42007,2013,0.03179798924479782,-0.03214118747078074,92,94
42007,2014,-0.06259277585353784,0.012118940529735132,87,86
42007,2015,-0.07237070461645267,0.00801924619085806,129,134
42007,2016,0.0415314730694355,-0.002436323366555925,70,69
42007,2017,0.004637681159420204,0.026984126984126982,72,75
42007,2018,0.09899543378995435,-0.04126984126984127,70,73
42007,2019,-0.07899543378995433,0.04340659340659341,52,60
42007,2020,-0.052688172043010684,-0.057692307692307696,29,31
42007,2021,0.17545239968528714,0.02857142857142857,35,41
42007,2022,-0.06982305117168819,0.01398176291793313,47,51
42007,2023,-0.05882352941176472,0.017446808510638297,50,51
42007,2024,0.21381886087768442,0.021967213114754094,61,63
42007,2025,-0.1570593149540518,-0.02641165755919854,54,57
42010,2008,-0.19999999999999996,0.0,10,10
42010,2013,0.006493506493506551,0.0,13,14
42010,2014,0.3571428571428571,0.0,10,11
42010,2015,-0.17647058823529416,0.0625,16,17
42010,2016,-0.07352941176470584,-0.0625,11,12
42011,2008,-0.4867938371239912,-0.06603081438004403,94,94
42011,2009,0.02896890343698849,0.03207855973813421,65,65
42011,2010,0.2637362637362638,-0.038461538461538464,70,70
42011,2011,-0.010865191146881337,-0.05774647887323944,71,71
42011,2012,0.07276995305164324,-0.018443997317236754,42,42
42011,2013,0.0,0.047619047619047616,42,42
42011,2014,0.0714285714285714,0.023809523809523808,42,42
42011,2015,-0.22976190476190472,-0.04523809523809523,80,80
42011,2016,0.18499999999999994,-0.029591836734693882,49,50
42011,2017,0.09999999999999998,0.10459183673469388,24,25
42011,2018,0.040000000000000036,-0.125,18,18
42011,2019,-0.05405405405405406,0.02702702702702703,37,37
42011,2020,0.05405405405405406,0.08408408408408408,18,19
42011,2021,0.0,0.0763888888888889,16,16
42011,2022,-0.09090909090909094,-0.09659090909090909,22,22
42011,2023,0.007575757575757569,0.04797979797979798,36,36
42011,2024,-0.11111111111111105,-0.02777777777777779,36,36
42011,2025,-0.14646464646464652,-0.06565656565656565,44,44
42015,2011,-0.034782608695652195,0.08695652173913043,23,23
42016,2008,0.023783783783783763,0.05263157894736842,38,37
42016,2009,0.005689900426742556,-0.05263157894736842,18,19
42016,2010,-0.015280135823429575,0.0,29,31
42016,2011,-0.07651912978244557,0.024390243902439025,41,43
42016,2012,0.05232558139534882,-0.024390243902439025,27,28
42016,2013,0.14473684210526316,0.05555555555555555,18,19
42016,2014,-0.20242914979757087,-0.05555555555555555,24,26
42016,2015,0.08269230769230773,0.0,38,40
42016,2016,-0.03815789473684217,0.0,17,19
42016,2017,0.10931174089068829,0.0,13,13
42016,2018,0.0871794871794872,0.0,14,15
42016,2019,-0.2666666666666667,0.0,17,18
42016,2020,0.06060606060606066,0.0,10,11
42016,2021,-0.12727272727272732,0.1,10,10
42016,2022,0.12727272727272732,0.08181818181818182,11,11
42016,2023,-0.06060606060606066,-0.18181818181818182,15,15
42016,2024,0.02564102564102566,0.15384615384615385,13,13
42016,2025,-0.15897435897435896,-0.15384615384615385,15,15
42017,2008,0.016182048040455088,0.0,113,113
42017,2009,-0.059215557740631475,0.024691358024691357,81,81
42017,2010,0.005782153461478368,-0.012033130176590091,79,79
42017,2011,-0.18946176803540193,0.0036019347535247524,123,123
42017,2012,0.07195121951219519,-0.016260162601626018,60,60
42017,2013,-0.06494252873563222,0.034482758620689655,58,58
42017,2014,0.15415821501014204,0.004732927653820149,51,51
42017,2015,-0.07921568627450981,-0.0392156862745098,74,75
42017,2016,-0.08820512820512827,0.038461538461538464,52,52
42017,2017,0.11153846153846159,-0.038461538461538464,20,20
42017,2018,0.15000000000000002,0.0,20,20
42017,2019,0.014814814814814725,0.10714285714285714,28,27
42017,2020,-0.06481481481481477,-0.10714285714285714,12,12
42017,2021,-0.2833333333333333,0.07692307692307693,13,15
42017,2022,0.33333333333333337,-0.010256410256410262,15,15
42017,2023,-0.2090909090909091,-0.06666666666666667,23,22
42017,2024,0.07575757575757569,0.05555555555555555,18,18
42017,2025,0.0,-0.05555555555555555,15,15
43001,2008,-0.06888888888888889,0.07692307692307693,13,18
43001,2011,0.1623376623376624,0.047619047619047616,21,22
43001,2012,0.05614973262032086,0.01904761904761905,15,17
43001,2013,0.2100840336134453,-0.06666666666666667,13,14
43001,2014,-0.2142857142857142,0.07692307692307693,13,14
43001,2015,-0.04285714285714293,0.018315018315018305,21,20
43001,2016,0.13076923076923075,-0.09523809523809523,20,26
43001,2017,-0.11965811965811957,0.058823529411764705,17,18
43001,2018,0.2979797979797979,0.015250544662309365,27,33
43001,2019,-0.15909090909090906,-0.07407407407407407,45,52
43001,2020,-0.1029411764705882,0.0625,16,17
43001,2021,-0.3613445378151261,-0.0625,10,14
43001,2022,0.4017857142857143,0.3,10,16
43001,2025,0.1830357142857143,0.0,10,14
43007,2008,0.050264550264550234,0.04642857142857143,35,42
43007,2009,0.028314028314028294,-0.11082251082251082,33,37
43007,2010,0.10333863275039745,0.008359456635318702,29,34
43007,2011,-0.009358288770053513,-0.04623824451410658,44,44
43007,2012,-0.0984848484848484,0.03977272727272727,16,18
43007,2013,-0.16666666666666674,0.004166666666666666,30,36
43007,2014,0.22695035460992907,-0.04227642276422764,41,47
43007,2015,-0.13751946030098594,0.05060975609756097,40,41
43007,2016,0.16056910569105687,-0.075,11,12
43007,2017,-0.15909090909090906,0.03125,32,33
43007,2018,-0.027846027846027854,-0.0026785714285714295,35,37
43007,2019,-0.10472972972972971,0.022276029055690077,59,64
43007,2020,0.07499999999999996,0.06026365348399246,18,20
43007,2021,-0.012499999999999956,0.05555555555555555,12,16
43007,2022,0.0267857142857143,-0.012820512820512803,13,14
43007,2023,-0.09890109890109888,-0.07384615384615385,25,26
43007,2024,-0.3092621664050236,-0.045116279069767444,86,98
43007,2025,0.4330079858030168,0.09555106167846308,23,23
43008,2008,0.11481481481481481,0.1303225806451613,31,30
43008,2009,-0.06190476190476191,-0.0681003584229391,18,21
43008,2010,-0.0714285714285714,-0.2222222222222222,22,24
43008,2011,0.09259259259259256,0.07692307692307693,26,27
43008,2014,-0.1391891891891891,-0.16176470588235292,34,37
43008,2015,0.05585585585585584,-0.03823529411764706,60,60
43008,2016,-0.3041666666666667,0.09814814814814814,27,32
43008,2017,0.14338235294117652,-0.026936026936026924,33,34
43008,2018,0.2200435729847494,-0.041212121212121214,25,27
43008,2019,-0.031189083820662766,0.07789473684210525,38,38
43008,2022,-0.1166666666666667,-0.2,17,20
43008,2023,-0.03888888888888886,0.05,40,45
43008,2024,-0.36993464052287583,-0.003271028037383182,107,85
43008,2025,0.23574660633484157,0.11993769470404983,24,26
43009,2008,0.1355311355311355,0.047619047619047616,21,21
43009,2009,-0.16402116402116407,-0.007619047619047616,25,27
43009,2010,-0.0532407407407407,0.17428571428571427,14,16
43009,2011,0.004807692307692291,-0.21428571428571427,22,26
43009,2012,0.007692307692307665,0.09523809523809523,21,20
43009,2013,-0.018181818181818188,0.004761904761904773,20,22
43009,2014,0.051515151515151514,0.1,15,15
43009,2015,0.09019607843137256,-0.1375,16,17
43009,2018,0.011111111111111127,0.047619047619047616,21,20
43009,2019,0.2666666666666666,-0.047619047619047616,22,21
43009,2024,-0.3555555555555556,0.04634146341463413,41,45
43009,2025,0.11388888888888893,-0.08384146341463414,16,16
43010,2008,-0.08947230929989558,-0.01256348569901096,87,88
43010,2009,0.056488801054018434,-0.007996001999000496,69,69
43010,2010,0.014841976602060436,0.023921774052732672,83,83
43010,2011,0.00355267222737099,0.0661144578313253,80,78
43010,2012,0.01857666143380432,-0.06947674418604652,43,49
43010,2013,-0.13056306860093436,-0.003279666070363743,78,83
43010,2014,0.08378127896200194,0.02136752136752136,63,65
43010,2015,-0.007984420642648482,0.022222222222222227,75,79
43010,2016,-0.02866716306775885,-0.07083333333333333,64,68
43010,2017,0.0846702317290553,0.021710526315789472,95,99
43010,2018,-0.013403263403263366,-0.005779153766769865,51,52
43010,2019,0.04600778967867569,-0.0005092946269416865,77,79
43010,2020,-0.04042466312780724,-0.006493506493506496,28,31
43010,2021,-0.0014025245441795509,0.20129870129870128,22,23
43010,2022,0.08498023715415026,-0.11888111888111885,39,44
43010,2023,-0.26454545454545464,-0.08155699721964783,83,100
43010,2024,-0.3876744186046511,-0.04334178820545339,380,301
43010,2025,0.43767441860465117,0.05994152046783626,45,50
43013,2008,-0.09090909090909094,0.0,11,11
43013,2009,0.013986013986014068,0.0,13,13
43013,2012,0.05714285714285705,-0.06666666666666667,14,14
43013,2017,-0.01666666666666672,0.0,14,15
43013,2018,-0.12222222222222212,0.0,16,18
43013,2019,0.10317460317460314,0.0,34,35
43014,2014,0.03947368421052633,0.0,19,19
43014,2015,-0.003759398496240629,0.0,14,14
43014,2016,0.09307359307359309,0.02857142857142857,35,33
43014,2017,0.010101010101010055,0.024060150375939848,19,18
43014,2018,-0.13888888888888884,-0.05263157894736842,18,20
43014,2019,-0.06428571428571428,0.05714285714285714,35,35
43014,2020,-0.21512605042016808,-0.05714285714285714,17,17
43014,2023,-0.10256410256410264,0.0,16,15
43014,2024,-0.04901960784313719,0.05714285714285714,35,34
43014,2025,0.04901960784313719,-0.05714285714285714,11,12
43017,2014,0.17613636363636365,0.06666666666666667,15,16
43017,2015,0.1875,0.016666666666666663,12,11
43017,2016,0.0,-0.08333333333333333,17,16
43017,2017,-0.16666666666666663,0.0,10,12
43017,2018,0.08974358974358976,0.0,12,13
43017,2019,-0.040723981900452566,0.0,14,17
43017,2023,-0.01666666666666672,-0.07142857142857142,13,15
43017,2024,-0.12222222222222212,0.06666666666666667,15,18
43021,2008,-0.15555555555555556,-0.003686635944700461,35,45
43021,2009,-0.028352490421455878,-0.02857142857142857,46,58
43021,2010,0.12483631601920558,0.0,57,79
43021,2011,-0.0812791472351766,0.0,44,57
43021,2012,-0.0851393188854489,0.0,31,34
43021,2013,0.2706879361914257,0.019230769230769232,52,59
43021,2014,0.02726602800294764,-0.019230769230769232,44,46
43021,2015,0.035063113604488105,0.0,21,31
43021,2016,-0.009487666034155628,0.05555555555555555,18,17
43021,2017,-0.12184873949579822,0.021367521367521375,13,14
43021,2024,-0.30999999999999994,-0.007478632478632473,104,100
43021,2025,0.08619047619047615,-0.04807692307692308,18,21
43028,2008,0.03322580645161288,-0.02971311475409836,61,62
43028,2009,-0.04276069017254314,-0.016657852987837125,124,129
43028,2010,-0.055155381765795375,0.02974252737496301,109,113
43028,2011,-0.03303250679050207,-0.03597056953401762,101,101
43028,2012,0.1388338833883388,-0.009900990099009901,46,45
43028,2013,-0.012376933895921205,0.01282051282051282,78,79
43028,2014,-0.05922800437568376,0.024216524216524215,81,81
43028,2015,0.06958473625140293,0.0019240019240019252,77,77
43028,2016,-0.09370629370629369,0.00791396103896104,64,65
43028,2017,-0.023176823176823125,-0.033361486486486486,74,77
43028,2018,0.007792207792207795,0.010876730388925511,82,85
43028,2019,-0.06612903225806455,-0.016056910569105694,120,124
43028,2020,-0.09750733137829914,-0.008333333333333333,32,33
43028,2021,0.06734006734006737,0.0,29,27
43028,2022,-0.3190883190883191,0.0,26,26
43028,2023,0.22408026755852845,0.047619047619047616,21,23
43028,2024,-0.17391304347826092,-0.0016420361247947435,87,92
43028,2025,-0.0524296675191816,-0.013718946978123842,31,34
43029,2008,-0.1333333333333333,0.005494505494505503,13,15
43029,2009,0.033333333333333326,0.023076923076923078,10,10
43029,2014,0.0625,-0.12867647058823528,17,17
43029,2019,0.006191950464396245,0.125,16,19
43029,2023,-0.5338753387533876,-0.1,40,41
43029,2024,0.24446965399886555,0.02378048780487805,41,43
43030,2008,0.009523809523809601,-0.07142857142857142,15,15
43030,2009,-0.009523809523809601,0.0,14,14
43030,2010,0.017857142857142905,0.06666666666666667,15,16
43030,2011,0.0,-0.06666666666666667,17,16
43030,2012,0.125,0.14285714285714285,14,14
43030,2013,-0.10526315789473684,-0.14285714285714285,19,19
43030,2014,0.10526315789473684,0.07142857142857142,28,28
43030,2015,-0.09999999999999998,-0.004761904761904759,30,30
43030,2016,-0.04285714285714293,-0.06666666666666667,13,14
43030,2017,-0.1298701298701298,0.045454545454545456,22,22
43030,2024,0.03378378378378377,0.04875,25,32
53001,2008,0.09683794466403162,-0.0026315789473684154,20,23
53001,2009,-0.054750402576489554,0.06999999999999999,25,27
53001,2010,-0.045584045584045496,-0.06117647058823529,17,26
53001,2011,0.09743589743589742,0.2745098039215686,15,15
53001,2012,0.008333333333333304,-0.25,12,16
53001,2013,0.05092592592592593,0.07051282051282053,26,27
53001,2014,0.07407407407407407,0.14615384615384613,20,19
53001,2015,-0.07692307692307687,-0.09999999999999998,25,26
53001,2016,-0.10826210826210836,-0.12592592592592594,27,27
53001,2019,0.007936507936507908,-0.14583333333333331,16,21
53001,2020,0.04761904761904767,0.0625,12,15
53001,2025,0.04329004329004327,0.016666666666666663,15,21
