health_region_code,health_region_name,uf_abbr,region,cases,deaths,outcome_known,hosp_known,person_years,H,cfr,incidence_per_100k,outcome_completeness,years_observed,excluded_at_10,excluded_at_20,excluded_at_30,excluded_at_50
31017,BETIM,MG,Sudeste,106,14,100,101,13097418,0.8811881188118812,0.14,0.8093198216625598,0.9433962264150944,19,false,false,false,false
31018,CONTAGEM,MG,Sudeste,118,29,114,116,15822267,0.9655172413793104,0.2543859649122807,0.7457844062421649,0.9661016949152542,19,false,false,false,false
31019,CURVELO,MG,Sudeste,7,1,6,7,3429434,0.8571428571428571,0.16666666666666666,0.20411531465542126,0.8571428571428571,19,true,true,true,true
31020,GUANHAES,MG,Sudeste,2,0,2,2,1753399,0.5,0.0,0.11406416907959911,1.0,19,true,true,true,true
31021,ITABIRA,MG,Sudeste,35,2,34,34,4336427,0.7941176470588235,0.058823529411764705,0.8071160888906928,0.9714285714285714,19,false,false,false,true
31022,OURO PRETO,MG,Sudeste,22,0,22,22,3485108,0.9090909090909091,0.0,0.6312573383665585,1.0,19,false,false,true,true
31023,JOAO MONLEVADE,MG,Sudeste,7,1,6,7,2642589,0.7142857142857143,0.16666666666666666,0.2648917406376852,0.8571428571428571,19,true,true,true,true
31024,SETE LAGOAS,MG,Sudeste,27,1,22,26,8108731,0.6538461538461539,0.045454545454545456,0.33297441979515663,0.8148148148148148,19,false,false,true,true
31025,VESPASIANO/LAGOA SANTA,MG,Sudeste,23,3,20,21,5997171,0.8095238095238095,0.15,0.3835141602598959,0.8695652173913043,19,false,false,true,true
31026,DIAMANTINA/ITAMARANDIBA,MG,Sudeste,13,1,9,12,2756126,0.75,0.1111111111111111,0.47167654889507954,0.6923076923076923,19,false,true,true,true
31027,TURMALINA/MINAS NOVAS/CAPELINHA,MG,Sudeste,7,2,7,7,2234915,0.8571428571428571,0.2857142857142857,0.3132110169737999,1.0,19,true,true,true,true
31028,BOM DESPACHO,MG,Sudeste,23,1,19,22,2072662,0.7272727272727273,0.05263157894736842,1.1096840681210927,0.8260869565217391,19,false,false,true,true
31030,FORMIGA,MG,Sudeste,17,0,15,17,3016912,0.5882352941176471,0.0,0.563490085226218,0.8823529411764706,19,false,true,true,true
31031,ITAUNA,MG,Sudeste,14,0,10,14,2376386,0.7857142857142857,0.0,0.5891298804150504,0.7142857142857143,19,false,true,true,true
31032,PARA DE MINAS/NOVA SERRANA,MG,Sudeste,9,3,7,9,4530298,0.7777777777777778,0.42857142857142855,0.19866242794624106,0.7777777777777778,19,true,true,true,true
31034,CARATINGA,MG,Sudeste,17,0,16,16,3767179,0.625,0.0,0.4512660534580385,0.9411764705882353,19,false,true,true,true
31035,CORONEL FABRICIANO/TIMOTEO,MG,Sudeste,40,8,38,39,4237583,0.8461538461538461,0.21052631578947367,0.9439343134989923,0.95,19,false,false,false,true
31036,GOVERNADOR VALADARES,MG,Sudeste,37,9,37,37,7957119,0.7837837837837838,0.24324324324324326,0.4649924174817544,1.0,19,false,false,false,true
31037,IPATINGA,MG,Sudeste,41,8,38,40,7310619,0.85,0.21052631578947367,0.5608280229074993,0.926829268292683,19,false,false,false,true
31038,MANTENA/ITABIRINHA,MG,Sudeste,6,1,6,6,1288000,1.0,0.16666666666666666,0.4658385093167702,1.0,19,true,true,true,true
31040,RESPLENDOR,MG,Sudeste,6,0,4,5,1603819,0.6,0.0,0.374107053227328,0.6666666666666666,19,true,true,true,true
31041,ALEM PARAIBA,MG,Sudeste,19,2,19,18,1047960,0.8888888888888888,0.10526315789473684,1.8130462994770793,1.0,19,false,true,true,true
31042,CARANGOLA,MG,Sudeste,46,5,44,46,2428933,0.9130434782608695,0.11363636363636363,1.8938356883454588,0.9565217391304348,19,false,false,false,true
31044,LEOPOLDINA/CATAGUASES,MG,Sudeste,60,13,57,59,3338688,0.7966101694915254,0.22807017543859648,1.7971131174880672,0.95,19,false,false,false,false
31045,MURIAE,MG,Sudeste,50,6,46,50,3202295,0.86,0.13043478260869565,1.5613801976395054,0.92,19,false,false,false,false
31046,SANTOS DUMONT,MG,Sudeste,2,1,2,2,945916,1.0,0.5,0.21143526486495628,1.0,19,true,true,true,true
31047,SAO JOAO NEPOMUCENO,MG,Sudeste,7,0,6,7,1360322,1.0,0.0,0.5145840470123986,0.8571428571428571,19,true,true,true,true
31048,UBA,MG,Sudeste,86,11,81,83,5724301,0.7469879518072289,0.13580246913580246,1.502366839200105,0.9418604651162791,19,false,false,false,false
31050,CORACAO DE JESUS,MG,Sudeste,1,0,0,0,884450,,,0.11306461642828877,0.0,19,true,true,true,true
31051,FRANCISCO SA,MG,Sudeste,0,0,0,0,1325571,,,0.0,,0,true,true,true,true
31052,JANAUBA/MONTE AZUL,MG,Sudeste,4,0,4,4,5164802,0.75,0.0,0.07744730582121057,1.0,19,true,true,true,true
31053,JANUARIA,MG,Sudeste,1,0,1,1,2148019,0.0,0.0,0.04655452302796204,1.0,19,true,true,true,true
31055,PIRAPORA,MG,Sudeste,3,0,2,3,2644164,1.0,0.0,0.11345741035730007,0.6666666666666666,19,true,true,true,true
31057,PATOS DE MINAS,MG,Sudeste,43,0,42,43,4956444,0.7441860465116279,0.0,0.8675574666030726,0.9767441860465116,19,false,false,false,true
31058,UNAI/PARACATU,MG,Sudeste,17,0,14,16,5077742,0.625,0.0,0.33479448148409274,0.8235294117647058,19,false,true,true,true
31059,MANHUACU,MG,Sudeste,109,13,107,108,6490573,0.75,0.12149532710280374,1.6793586637112008,0.981651376146789,19,false,false,false,false
31060,PONTE NOVA,MG,Sudeste,57,8,52,57,4071659,0.9298245614035088,0.15384615384615385,1.3999207693964548,0.9122807017543859,19,false,false,false,false
31061,VICOSA,MG,Sudeste,12,0,12,12,2566461,0.8333333333333334,0.0,0.46756993385054363,1.0,19,false,true,true,true
31062,AGUAS FORMOSAS,MG,Sudeste,3,2,3,3,1102689,1.0,0.6666666666666666,0.2720622043023917,1.0,19,true,true,true,true
31064,ARACUAI,MG,Sudeste,1,0,1,1,1615143,1.0,0.0,0.06191402247355188,1.0,19,true,true,true,true
31065,ITAOBIM,MG,Sudeste,2,0,2,2,1516959,0.5,0.0,0.13184271954614463,1.0,19,true,true,true,true
31066,NANUQUE,MG,Sudeste,8,0,7,8,1266908,0.75,0.0,0.6314586378805722,0.875,19,true,true,true,true
31067,PADRE PARAISO,MG,Sudeste,4,1,4,4,1106905,1.0,0.25,0.361367958406548,1.0,19,true,true,true,true
31068,PEDRA AZUL,MG,Sudeste,1,0,1,1,1206636,1.0,0.0,0.08287503439313927,1.0,19,true,true,true,true
31070,ARAXA,MG,Sudeste,27,3,24,27,3446317,0.8148148148148148,0.125,0.7834450516304797,0.8888888888888888,19,false,false,true,true
31071,FRUTAL / ITURAMA,MG,Sudeste,17,1,16,17,3205458,0.7647058823529411,0.0625,0.5303454295766783,0.9411764705882353,19,false,true,true,true
31072,UBERABA,MG,Sudeste,29,5,28,29,7669656,1.0,0.17857142857142858,0.3781134382037473,0.9655172413793104,19,false,false,true,true
31073,ITUIUTABA,MG,Sudeste,7,2,7,7,3608992,1.0,0.2857142857142857,0.1939599755277928,1.0,19,true,true,true,true
31074,PATROCINIO/MONTE CARMELO,MG,Sudeste,34,4,30,33,3654484,0.7878787878787878,0.13333333333333333,0.9303639036318123,0.8823529411764706,19,false,false,false,true
31075,UBERLANDIA/ARAGUARI,MG,Sudeste,62,7,60,61,16975055,0.8688524590163934,0.11666666666666667,0.3652418210132456,0.967741935483871,19,false,false,false,false
31076,MANGA,MG,Sudeste,3,0,3,3,1099987,0.6666666666666666,0.0,0.2727304959058607,1.0,19,true,true,true,true
31077,JOAO PINHEIRO,MG,Sudeste,2,0,2,2,1331850,0.0,0.0,0.1501670608552014,1.0,19,true,true,true,true
31078,CONGONHAS,MG,Sudeste,34,0,34,34,2303812,0.8235294117647058,0.0,1.4758148668380926,1.0,19,false,false,false,true
31079,CONSELHEIRO LAFAIETE,MG,Sudeste,21,1,18,21,3503376,0.5714285714285714,0.05555555555555555,0.5994218148437392,0.8571428571428571,19,false,false,true,true
31082,SAO GOTARDO,MG,Sudeste,18,0,18,18,1858043,0.8333333333333334,0.0,0.9687612181203556,1.0,19,false,true,true,true
31083,BOCAIUVA,MG,Sudeste,2,0,2,2,1415444,1.0,0.0,0.1412984194358802,1.0,19,true,true,true,true
31084,MONTES CLAROS,MG,Sudeste,9,2,9,9,8178760,1.0,0.2222222222222222,0.11004113092938293,1.0,19,true,true,true,true
31085,TAIOBEIRAS,MG,Sudeste,0,0,0,0,2539727,,,0.0,,0,true,true,true,true
31086,DIVINOPOLIS,MG,Sudeste,57,3,54,57,6408066,0.42105263157894735,0.05555555555555555,0.8895039470567251,0.9473684210526315,19,false,false,false,false
31087,LAGOA DA PRATA/SANTO ANTONIO DO MONTE,MG,Sudeste,8,0,7,8,1616402,0.75,0.0,0.4949263858866792,0.875,19,true,true,true,true
31088,OLIVEIRA/SANTO ANTONIO DO AMPARO,MG,Sudeste,15,1,15,15,1936473,0.6,0.06666666666666667,0.7746041385549914,1.0,19,false,true,true,true
31089,CAMPO BELO,MG,Sudeste,6,0,5,6,1841729,0.3333333333333333,0.0,0.325780828775569,0.8333333333333334,19,true,true,true,true
31090,LIMA DUARTE,MG,Sudeste,21,1,17,21,1374602,0.6666666666666666,0.058823529411764705,1.527714931303752,0.8095238095238095,19,false,false,true,true
31091,CASSIA,MG,Sudeste,9,2,9,9,923357,0.8888888888888888,0.2222222222222222,0.9747042584829053,1.0,19,true,true,true,true
31092,PASSOS,MG,Sudeste,54,1,50,54,3997253,0.8333333333333334,0.02,1.3509277496320597,0.9259259259259259,19,false,false,false,false
31093,PIUMHI,MG,Sudeste,15,2,14,15,1470014,0.6666666666666666,0.14285714285714285,1.0203984451848758,0.9333333333333333,19,false,true,true,true
31094,ALMENARA/JACINTO,MG,Sudeste,4,0,3,4,3192653,1.0,0.0,0.12528765261993707,0.75,19,true,true,true,true
31095,SERRO,MG,Sudeste,6,1,5,6,1039041,0.8333333333333334,0.2,0.57745555757665,0.8333333333333334,19,true,true,true,true
31096,ITAMBACURI,MG,Sudeste,4,0,4,4,706391,1.0,0.0,0.5662586301354349,1.0,19,true,true,true,true
31097,JUIZ DE FORA,MG,Sudeste,77,11,73,77,11322038,0.8961038961038961,0.1506849315068493,0.6800895739795256,0.948051948051948,19,false,false,false,false
31098,SALINAS,MG,Sudeste,2,0,2,1,1286080,0.0,0.0,0.15551132122418512,1.0,19,true,true,true,true
31099,TEOFILO OTONI/MALACACHETA,MG,Sudeste,36,4,35,33,5331332,0.8484848484848485,0.11428571428571428,0.67525338883416,0.9722222222222222,19,false,false,false,true
31100,SAO FRANCISCO,MG,Sudeste,3,0,3,3,1880803,0.6666666666666666,0.0,0.15950633851604873,1.0,19,true,true,true,true
31101,BRASILIA DE MINAS,MG,Sudeste,3,0,3,3,2414315,1.0,0.0,0.12425884774770483,1.0,19,true,true,true,true
31102,PECANHA/SAO JOAO EVANGELISTA/SANTA MARIA DO SUACUI,MG,Sudeste,8,0,5,8,1856068,0.75,0.0,0.43101869112554064,0.625,19,true,true,true,true
32001,CENTRAL,ES,Sudeste,351,2,327,340,9571682,0.21764705882352942,0.0061162079510703364,3.6670670839252706,0.9316239316239316,19,false,false,false,false
32002,METROPOLITANA,ES,Sudeste,1256,73,1092,1090,43025458,0.6211009174311927,0.06684981684981685,2.919201929239196,0.8694267515923567,19,false,false,false,false
32003,NORTE,ES,Sudeste,245,8,234,235,7827536,0.35319148936170214,0.03418803418803419,3.1299760231061216,0.9551020408163265,19,false,false,false,false
32004,SUL,ES,Sudeste,633,12,593,595,12727353,0.3798319327731092,0.02023608768971332,4.973540059743766,0.9368088467614534,19,false,false,false,false
33001,BAIA DA ILHA GRANDE,RJ,Sudeste,150,14,129,137,4911465,0.7445255474452555,0.10852713178294573,3.054078569225272,0.86,19,false,false,false,false
33002,BAIXADA LITORANEA,RJ,Sudeste,59,8,50,58,14679801,0.8103448275862069,0.16,0.4019128052212697,0.847457627118644,19,false,false,false,false
33003,CENTRO-SUL,RJ,Sudeste,100,11,90,95,6309773,0.6736842105263158,0.12222222222222222,1.5848430680469805,0.9,19,false,false,false,false
33004,MEDIO PARAIBA,RJ,Sudeste,382,49,346,369,17131636,0.8509485094850948,0.1416184971098266,2.229792881427086,0.9057591623036649,19,false,false,false,false
33005,METROPOLITANA I,RJ,Sudeste,1947,346,1711,1869,198055248,0.904226859283039,0.2022209234365868,0.9830590300742751,0.8787878787878788,19,false,false,false,false
33006,METROPOLITANA II,RJ,Sudeste,585,114,446,558,38639267,0.9050179211469535,0.2556053811659193,1.5140038759016832,0.7623931623931623,19,false,false,false,false
33007,NOROESTE,RJ,Sudeste,240,45,202,232,6562937,0.728448275862069,0.22277227722772278,3.656899342474261,0.8416666666666667,19,false,false,false,false
33008,NORTE,RJ,Sudeste,230,50,208,221,17193198,0.918552036199095,0.2403846153846154,1.3377383311702686,0.9043478260869565,19,false,false,false,false
33009,SERRANA,RJ,Sudeste,736,55,607,702,18102722,0.6025641025641025,0.09060955518945635,4.06568691713876,0.8247282608695652,19,false,false,false,false
35011,ALTO DO TIETE,SP,Sudeste,1427,185,1266,1383,54762215,0.7107736804049168,0.146129541864139,2.605811324468888,0.8871758934828311,19,false,false,false,false
35012,FRANCO DA ROCHA,SP,Sudeste,140,17,125,133,10776040,0.8796992481203008,0.136,1.299178547963816,0.8928571428571429,19,false,false,false,false
35013,MANANCIAIS,SP,Sudeste,343,29,274,330,20531599,0.8909090909090909,0.10583941605839416,1.670595651122935,0.7988338192419825,19,false,false,false,false
35014,ROTA DOS BANDEIRANTES,SP,Sudeste,580,98,489,556,35842361,0.9046762589928058,0.20040899795501022,1.6181969708970902,0.843103448275862,19,false,false,false,false
35015,GRANDE ABC,SP,Sudeste,596,85,565,586,51620543,0.9044368600682594,0.1504424778761062,1.154579098480231,0.947986577181208,19,false,false,false,false
35016,SAO PAULO,SP,Sudeste,3633,507,3229,3565,225490150,0.8889200561009818,0.15701455558996594,1.6111568509755305,0.8887971373520507,19,false,false,false,false
35021,CENTRAL DO DRS II,SP,Sudeste,3,0,3,3,5630990,1.0,0.0,0.053276599674302386,1.0,19,true,true,true,true
35022,LAGOS DO DRS II,SP,Sudeste,1,0,1,1,3779761,1.0,0.0,0.02645669924632801,1.0,19,true,true,true,true
35023,CONSORCIOS DO DRS II,SP,Sudeste,5,0,4,5,4999800,0.6,0.0,0.1000040001600064,0.8,19,true,true,true,true
35031,CENTRAL DO DRS III,SP,Sudeste,14,2,13,14,5856658,0.7857142857142857,0.15384615384615385,0.23904417843760042,0.9285714285714286,19,false,true,true,true
35032,CORACAO DO DRS III,SP,Sudeste,21,3,19,21,7285818,0.8571428571428571,0.15789473684210525,0.2882311910618684,0.9047619047619048,19,false,false,true,true
35033,NOROESTE DO DRS III,SP,Sudeste,21,0,21,20,5512307,0.95,0.0,0.3809657190718877,1.0,19,false,false,true,true
35041,BAIXADA SANTISTA,SP,Sudeste,1018,222,925,980,33858721,0.8765306122448979,0.24,3.0066109112627144,0.9086444007858546,19,false,false,false,false
35051,NORTE - BARRETOS,SP,Sudeste,15,3,15,15,5396973,0.8666666666666667,0.2,0.27793357498731236,1.0,19,false,true,true,true
35052,SUL - BARRETOS,SP,Sudeste,8,0,8,8,2759921,0.625,0.0,0.28986336927759887,1.0,19,true,true,true,true
35061,VALE DO JURUMIRIM,SP,Sudeste,22,4,21,22,5626985,0.6818181818181818,0.19047619047619047,0.3909731410337863,0.9545454545454546,19,false,false,true,true
35062,BAURU,SP,Sudeste,39,3,39,38,12043147,0.7894736842105263,0.07692307692307693,0.3238356220346725,1.0,19,false,false,false,true
35063,POLO CUESTA,SP,Sudeste,58,2,58,58,5656654,0.7068965517241379,0.034482758620689655,1.0253411292258638,1.0,19,false,false,false,false
35064,JAU,SP,Sudeste,33,8,31,33,6282840,0.7575757575757576,0.25806451612903225,0.5252401780086713,0.9393939393939394,19,false,false,false,true
35065,LINS,SP,Sudeste,7,0,6,7,3048574,0.5714285714285714,0.0,0.22961555140206535,0.8571428571428571,19,true,true,true,true
35071,BRAGANCA,SP,Sudeste,151,10,132,147,8800310,0.7074829931972789,0.07575757575757576,1.715848646240871,0.8741721854304636,19,false,false,false,false
35072,REGIAO METROPOLITANA DE CAMPINAS,SP,Sudeste,993,96,940,931,58077637,0.6197636949516648,0.10212765957446808,1.7097803066608925,0.94662638469285,19,false,false,false,false
35073,JUNDIAI,SP,Sudeste,125,8,113,124,14881446,0.8306451612903226,0.07079646017699115,0.8399721371162453,0.904,19,false,false,false,false
35074,CIRCUITO DAS AGUAS,SP,Sudeste,63,2,60,62,2477233,0.6612903225806451,0.03333333333333333,2.543160049942819,0.9523809523809523,19,false,false,false,false
35081,TRES COLINAS,SP,Sudeste,26,2,24,24,7893468,0.625,0.08333333333333333,0.3293862722950166,0.9230769230769231,19,false,false,true,true
35082,ALTA ANHANGUERA,SP,Sudeste,4,0,3,3,2881512,0.0,0.0,0.1388160104833851,0.75,19,true,true,true,true
35083,ALTA MOGIANA,SP,Sudeste,4,1,4,3,2228416,1.0,0.25,0.17949969844050662,1.0,19,true,true,true,true
35091,ADAMANTINA,SP,Sudeste,25,1,25,25,2521936,0.68,0.04,0.9913019204293844,1.0,19,false,false,true,true
35092,ASSIS,SP,Sudeste,109,9,108,106,4533174,0.6886792452830188,0.08333333333333333,2.4044962756779245,0.9908256880733946,19,false,false,false,false
35093,MARILIA,SP,Sudeste,58,0,58,58,7258540,0.43103448275862066,0.0,0.799058763883646,1.0,19,false,false,false,false
35094,OURINHOS,SP,Sudeste,27,1,26,27,4443255,0.5925925925925926,0.038461538461538464,0.6076626257102057,0.9629629629629629,19,false,false,true,true
35095,TUPA,SP,Sudeste,16,2,16,16,2441439,0.5,0.125,0.6553512088567439,1.0,19,false,true,true,true
35101,ARARAS,SP,Sudeste,50,7,45,48,6291108,0.75,0.15555555555555556,0.7947725583474325,0.9,19,false,false,false,false
35102,LIMEIRA,SP,Sudeste,34,4,32,34,6729578,0.7352941176470589,0.125,0.5052322745943356,0.9411764705882353,19,false,false,false,true
35103,PIRACICABA,SP,Sudeste,216,7,210,214,11036355,0.411214953271028,0.03333333333333333,1.9571679236487047,0.9722222222222222,19,false,false,false,false
35104,RIO CLARO,SP,Sudeste,52,6,50,49,4827570,0.6938775510204082,0.12,1.077146473277446,0.9615384615384616,19,false,false,false,false
35111,ALTA PAULISTA,SP,Sudeste,4,0,4,4,2503199,0.75,0.0,0.15979552564538416,1.0,19,true,true,true,true
35112,ALTA SOROCABANA,SP,Sudeste,25,1,25,24,7659130,1.0,0.04,0.3264078296098904,1.0,19,false,false,true,true
35113,ALTO CAPIVARI,SP,Sudeste,7,1,7,7,1097749,0.8571428571428571,0.14285714285714285,0.6376685380720001,1.0,19,true,true,true,true
35114,EXTREMO OESTE PAULISTA,SP,Sudeste,4,0,4,4,1774079,0.75,0.0,0.22546910255969435,1.0,19,true,true,true,true
35115,PONTAL DO PARANAPANEMA,SP,Sudeste,3,1,3,3,1280629,1.0,0.3333333333333333,0.23425988322925687,1.0,19,true,true,true,true
35121,VALE DO RIBEIRA,SP,Sudeste,203,21,192,200,5386538,0.675,0.109375,3.7686543750364336,0.9458128078817734,19,false,false,false,false
35131,HORIZONTE VERDE,SP,Sudeste,40,4,38,40,7869401,0.8,0.10526315789473684,0.5082978996749562,0.95,19,false,false,false,true
35132,AQUIFERO GUARANI,SP,Sudeste,56,8,50,56,16783007,0.8392857142857143,0.16,0.3336708374131048,0.8928571428571429,19,false,false,false,false
35133,VALE DAS CACHOEIRAS,SP,Sudeste,7,0,7,7,2553395,1.0,0.0,0.2741448150403678,1.0,19,true,true,true,true
35141,BAIXA MOGIANA,SP,Sudeste,41,3,41,40,6163182,0.725,0.07317073170731707,0.6652407798439183,1.0,19,false,false,false,true
35142,MANTIQUEIRA,SP,Sudeste,36,0,36,36,5190212,0.7777777777777778,0.0,0.6936132859312876,1.0,19,false,false,false,true
35143,RIO PARDO,SP,Sudeste,28,3,27,27,4057686,0.7037037037037037,0.1111111111111111,0.6900484660469046,0.9642857142857143,19,false,false,true,true
35151,CATANDUVA,SP,Sudeste,96,3,92,96,5744641,0.7604166666666666,0.03260869565217391,1.6711227037512004,0.9583333333333334,19,false,false,false,false
35152,SANTA FE DO SUL,SP,Sudeste,1,0,1,1,933731,0.0,0.0,0.10709722607474743,1.0,19,true,true,true,true
35153,JALES,SP,Sudeste,7,0,6,7,1975976,1.0,0.0,0.35425531484188066,0.8571428571428571,19,true,true,true,true
35154,FERNANDOPOLIS,SP,Sudeste,27,2,24,27,2247636,0.7407407407407407,0.08333333333333333,1.2012621260737948,0.8888888888888888,19,false,false,true,true
35155,SAO JOSE DO RIO PRETO,SP,Sudeste,83,16,81,81,13663075,0.7654320987654321,0.19753086419753085,0.6074767210163159,0.9759036144578314,19,false,false,false,false
35156,JOSE BONIFACIO,SP,Sudeste,11,1,10,10,1859963,1.0,0.1,0.5914096140622153,0.9090909090909091,19,false,true,true,true
35157,VOTUPORANGA,SP,Sudeste,32,1,31,32,3700292,0.75,0.03225806451612903,0.8647966160508413,0.96875,19,false,false,false,true
35161,ITAPETININGA,SP,Sudeste,62,4,57,59,9224173,0.5423728813559322,0.07017543859649122,0.6721469772954172,0.9193548387096774,19,false,false,false,false
35162,ITAPEVA,SP,Sudeste,50,8,49,50,5341476,0.64,0.16326530612244897,0.9360708538239243,0.98,19,false,false,false,false
35163,SOROCABA,SP,Sudeste,502,66,455,481,32010194,0.7318087318087318,0.14505494505494507,1.5682504142274176,0.9063745019920318,19,false,false,false,false
35171,ALTO VALE DO PARAIBA,SP,Sudeste,328,35,303,309,20173084,0.7443365695792881,0.11551155115511551,1.6259288862327643,0.9237804878048781,19,false,false,false,false
35172,CIRCUITO DA FE E VALE HISTORICO,SP,Sudeste,168,13,155,162,8844351,0.7777777777777778,0.08387096774193549,1.8995175564606153,0.9226190476190477,19,false,false,false,false
35173,LITORAL NORTE,SP,Sudeste,105,7,89,102,6037996,0.6470588235294118,0.07865168539325842,1.7389875713730185,0.8476190476190476,19,false,false,false,false
35174,VALE DO PARAIBA/REGIAO SERRANA,SP,Sudeste,112,16,106,110,11458116,0.7818181818181819,0.1509433962264151,0.9774730854531408,0.9464285714285714,19,false,false,false,false
41001,1ª RS PARANAGUA,PR,Sul,327,54,310,326,5489809,0.8190184049079755,0.17419354838709677,5.956491382487077,0.9480122324159022,19,false,false,false,false
41002,2ª RS METROPOLITANA,PR,Sul,3476,366,3334,3444,66225089,0.6983159117305459,0.10977804439112178,5.248766068098451,0.9591484464902187,19,false,false,false,false
41003,3ª RS PONTA GROSSA,PR,Sul,271,28,268,266,11745165,0.7894736842105263,0.1044776119402985,2.307332421468749,0.988929889298893,19,false,false,false,false
41004,4ª RS IRATI,PR,Sul,83,3,80,82,3146479,0.7804878048780488,0.0375,2.637869186477965,0.963855421686747,19,false,false,false,false
41005,5ª RS GUARAPUAVA,PR,Sul,194,13,178,186,8668684,0.5806451612903226,0.07303370786516854,2.2379406147461367,0.9175257731958762,19,false,false,false,false
41006,6ª RS UNIAO DA VITORIA,PR,Sul,111,6,106,107,3174225,0.7663551401869159,0.05660377358490566,3.4969165701864235,0.954954954954955,19,false,false,false,false
41007,7ª RS PATO BRANCO,PR,Sul,149,5,146,148,5102680,0.5202702702702703,0.03424657534246575,2.9200341781181653,0.9798657718120806,19,false,false,false,false
41008,8ª RS FRANCISCO BELTRAO,PR,Sul,233,8,212,228,6942163,0.6491228070175439,0.03773584905660377,3.3563026393935145,0.9098712446351931,19,false,false,false,false
41009,9ª RS FOZ DO IGUACU,PR,Sul,76,6,74,75,8100111,0.72,0.08108108108108109,0.938258747318401,0.9736842105263158,19,false,false,false,false
41010,10ª RS CASCAVEL,PR,Sul,194,8,192,194,10469186,0.6494845360824743,0.041666666666666664,1.8530571526764354,0.9896907216494846,19,false,false,false,false
41011,11ª RS CAMPO MOURAO,PR,Sul,91,9,89,88,6542090,0.7272727272727273,0.10112359550561797,1.3909927867088345,0.978021978021978,19,false,false,false,false
41012,12ª RS UMUARAMA,PR,Sul,14,1,9,14,5358547,0.5,0.1111111111111111,0.261264854073315,0.6428571428571429,19,false,true,true,true
41013,13ª RS CIANORTE,PR,Sul,12,2,12,12,2856596,0.75,0.16666666666666666,0.4200804033892087,1.0,19,false,true,true,true
41014,14ª RS PARANAVAI,PR,Sul,29,0,27,28,5146156,0.8214285714285714,0.0,0.5635274173577326,0.9310344827586207,19,false,false,true,true
41015,15ª RS MARINGA,PR,Sul,105,12,104,105,15424741,0.8666666666666667,0.11538461538461539,0.6807245580330976,0.9904761904761905,19,false,false,false,false
41016,16ª RS APUCARANA,PR,Sul,174,10,163,172,6999818,0.7093023255813954,0.06134969325153374,2.485778915966101,0.9367816091954023,19,false,false,false,false
41017,17ª RS LONDRINA,PR,Sul,221,24,213,217,17638536,0.7649769585253456,0.11267605633802817,1.2529384524883471,0.9638009049773756,19,false,false,false,false
41018,18ª RS CORNELIO PROCOPIO,PR,Sul,98,7,96,96,4265894,0.75,0.07291666666666667,2.297291025046567,0.9795918367346939,19,false,false,false,false
41019,19ª RS JACAREZINHO,PR,Sul,48,6,48,46,5517589,0.7391304347826086,0.125,0.8699451880159975,1.0,19,false,false,false,true
41020,20ª RS TOLEDO,PR,Sul,80,6,79,77,7497822,0.7012987012987013,0.0759493670886076,1.066976516647101,0.9875,19,false,false,false,false
41021,21ª RS TELEMACO BORBA,PR,Sul,51,6,45,51,3426397,0.8823529411764706,0.13333333333333333,1.4884439835780852,0.8823529411764706,19,false,false,false,false
41022,22ª RS IVAIPORA,PR,Sul,94,9,89,91,2658792,0.7252747252747253,0.10112359550561797,3.535440154777057,0.9468085106382979,19,false,false,false,false
42001,EXTREMO OESTE,SC,Sul,420,3,394,415,4478896,0.6096385542168675,0.007614213197969543,9.37731083731348,0.9380952380952381,19,false,false,false,false
42002,OESTE,SC,Sul,247,1,234,243,7095133,0.7448559670781894,0.004273504273504274,3.4812596183891125,0.9473684210526315,19,false,false,false,false
42003,XANXERE,SC,Sul,63,2,60,63,3820639,0.8412698412698413,0.03333333333333333,1.6489388293424214,0.9523809523809523,19,false,false,false,false
42004,ALTO VALE DO ITAJAI,SC,Sul,314,5,301,312,5588794,0.6057692307692307,0.016611295681063124,5.618385648138042,0.9585987261146497,19,false,false,false,false
42005,FOZ DO RIO ITAJAI,SC,Sul,649,34,613,638,13183288,0.4482758620689655,0.05546492659053834,4.922899355608403,0.9445300462249615,19,false,false,false,false
42006,MEDIO VALE DO ITAJAI,SC,Sul,955,20,917,944,14352523,0.4798728813559322,0.021810250817884406,6.653882387089713,0.9602094240837696,19,false,false,false,false
42007,GRANDE FLORIANOPOLIS,SC,Sul,1451,53,1382,1428,23003557,0.6561624649859944,0.03835021707670044,6.307720149540351,0.9524465885596141,19,false,false,false,false
42008,MEIO OESTE,SC,Sul,59,2,59,59,3603501,0.864406779661017,0.03389830508474576,1.637296617927954,1.0,19,false,false,false,false
42009,ALTO VALE DO RIO DO PEIXE,SC,Sul,54,3,54,54,5428817,0.7777777777777778,0.05555555555555555,0.9946918453873099,1.0,19,false,false,false,false
42010,ALTO URUGUAI CATARINENSE,SC,Sul,159,4,153,159,2830426,0.7987421383647799,0.026143790849673203,5.617528951472322,0.9622641509433962,19,false,false,false,false
42011,NORDESTE,SC,Sul,842,69,835,838,13635590,0.766109785202864,0.08263473053892216,6.175016995964238,0.9916864608076009,19,false,false,false,false
42012,PLANALTO NORTE,SC,Sul,125,5,123,124,7028482,0.717741935483871,0.04065040650406504,1.7784779131539357,0.984,19,false,false,false,false
